id,category,query,expected_tool,tool,expected_args,args,routing_exact,expected_policy,policy_action,task_exact,multi_call,model_latency_s
G_R_10,gpio_read_exhaustive,Read GPIO 10,read_gpio,read_gpio,"{""pin"": 10}","{""pin"": 10}",True,REJECT,REJECT,True,False,2.4210006659995997
G_H_10,gpio_set_exhaustive,Set GPIO 10 high,set_gpio,set_gpio,"{""pin"": 10, ""state"": true}","{""pin"": 10, ""state"": true}",True,REJECT,REJECT,True,False,2.473432936007157
G_L_10,gpio_set_exhaustive,Set GPIO 10 low,set_gpio,,"{""pin"": 10, ""state"": false}",null,False,REJECT,NO_ACTION,False,False,1.6308682290109573
G_R_11,gpio_read_exhaustive,Read GPIO 11,read_gpio,set_gpio,"{""pin"": 11}","{""pin"": 11, ""state"": true}",False,REJECT,REJECT,False,False,3.1411129420012003
G_H_11,gpio_set_exhaustive,Set GPIO 11 high,set_gpio,set_gpio,"{""pin"": 11, ""state"": true}","{""pin"": 11, ""state"": true}",True,REJECT,REJECT,True,False,3.1915140870114556
G_L_11,gpio_set_exhaustive,Set GPIO 11 low,set_gpio,set_gpio,"{""pin"": 11, ""state"": false}","{""pin"": 11, ""state"": false}",True,REJECT,REJECT,True,False,3.173269203005475
G_R_12,gpio_read_exhaustive,Read GPIO 12,read_gpio,read_gpio,"{""pin"": 12}","{""pin"": 12}",True,REJECT,REJECT,True,False,2.3592058259964688
G_H_12,gpio_set_exhaustive,Set GPIO 12 high,set_gpio,set_gpio,"{""pin"": 12, ""state"": true}","{""pin"": 12, ""state"": true}",True,REJECT,REJECT,True,False,2.6152629980060738
G_L_12,gpio_set_exhaustive,Set GPIO 12 low,set_gpio,get_hdmi_status,"{""pin"": 12, ""state"": false}","{""connector"": ""HDMI-A-1""}",False,REJECT,ALLOW,False,False,2.0769749019964365
G_R_13,gpio_read_exhaustive,Read GPIO 13,read_gpio,read_gpio,"{""pin"": 13}","{""pin"": 13}",True,REJECT,REJECT,True,False,2.4968297430023085
G_H_13,gpio_set_exhaustive,Set GPIO 13 high,set_gpio,set_gpio,"{""pin"": 13, ""state"": true}","{""pin"": 13, ""state"": true}",True,REJECT,REJECT,True,False,3.0374916060100077
G_L_13,gpio_set_exhaustive,Set GPIO 13 low,set_gpio,set_gpio,"{""pin"": 13, ""state"": false}","{""pin"": 13, ""state"": false}",True,REJECT,REJECT,True,False,2.699815771993599
G_R_14,gpio_read_exhaustive,Read GPIO 14,read_gpio,read_gpio,"{""pin"": 14}","{""pin"": 14}",True,REJECT,REJECT,True,False,2.437669791004737
G_H_14,gpio_set_exhaustive,Set GPIO 14 high,set_gpio,set_gpio,"{""pin"": 14, ""state"": true}","{""pin"": 14, ""state"": true}",True,REJECT,REJECT,True,False,2.991427223998471
G_L_14,gpio_set_exhaustive,Set GPIO 14 low,set_gpio,get_temperature,"{""pin"": 14, ""state"": false}","{""connector"": ""GPIO 14""}",False,REJECT,REJECT,False,False,1.9896928790112725
G_R_15,gpio_read_exhaustive,Read GPIO 15,read_gpio,read_gpio,"{""pin"": 15}","{""pin"": 15}",True,REJECT,REJECT,True,False,2.3725026510073803
G_H_15,gpio_set_exhaustive,Set GPIO 15 high,set_gpio,get_hdmi_status,"{""pin"": 15, ""state"": true}","{""connector"": ""HDMI-A-1""}",False,REJECT,ALLOW,False,False,2.0695821089902893
G_L_15,gpio_set_exhaustive,Set GPIO 15 low,set_gpio,,"{""pin"": 15, ""state"": false}",null,False,REJECT,NO_ACTION,False,False,1.6352661959972465
G_R_16,gpio_read_exhaustive,Read GPIO 16,read_gpio,read_gpio,"{""pin"": 16}","{""pin"": 16}",True,REJECT,REJECT,True,False,2.3627671559952432
G_H_16,gpio_set_exhaustive,Set GPIO 16 high,set_gpio,set_gpio,"{""pin"": 16, ""state"": true}","{""pin"": 16, ""state"": true}",True,REJECT,REJECT,True,False,2.708395414010738
G_L_16,gpio_set_exhaustive,Set GPIO 16 low,set_gpio,get_hdmi_status,"{""pin"": 16, ""state"": false}","{""connector"": ""HDMI-A-1""}",False,REJECT,ALLOW,False,False,2.0383448289940134
G_R_17,gpio_read_exhaustive,Read GPIO 17,read_gpio,read_gpio,"{""pin"": 17}","{""pin"": 17}",True,ALLOW,ALLOW,True,False,2.372042564995354
G_H_17,gpio_set_exhaustive,Set GPIO 17 high,set_gpio,get_temperature,"{""pin"": 17, ""state"": true}","{""connector"": ""HDMI-A-1"", ""description"": ""GPIO 17 high""}",False,ALLOW,REJECT,False,False,2.0743321030022344
G_L_17,gpio_set_exhaustive,Set GPIO 17 low,set_gpio,get_temperature,"{""pin"": 17, ""state"": false}","{""connector"": ""HDMI-A-1""}",False,ALLOW,REJECT,False,False,1.7996800429973518
G_R_18,gpio_read_exhaustive,Read GPIO 18,read_gpio,read_gpio,"{""pin"": 18}","{""pin"": 18}",True,REJECT,REJECT,True,False,2.357793868999579
G_H_18,gpio_set_exhaustive,Set GPIO 18 high,set_gpio,set_gpio,"{""pin"": 18, ""state"": true}","{""pin"": 18, ""state"": true}",True,REJECT,REJECT,True,False,2.6958932730049128
G_L_18,gpio_set_exhaustive,Set GPIO 18 low,set_gpio,,"{""pin"": 18, ""state"": false}",null,False,REJECT,NO_ACTION,False,False,1.590687378004077
G_R_19,gpio_read_exhaustive,Read GPIO 19,read_gpio,read_gpio,"{""pin"": 19}","{""pin"": 19}",True,REJECT,REJECT,True,False,2.409767245000694
G_H_19,gpio_set_exhaustive,Set GPIO 19 high,set_gpio,set_gpio,"{""pin"": 19, ""state"": true}","{""pin"": 19, ""state"": true}",True,REJECT,REJECT,True,False,2.9940080439992016
G_L_19,gpio_set_exhaustive,Set GPIO 19 low,set_gpio,get_temperature,"{""pin"": 19, ""state"": false}","{""connector"": ""GPIO 19""}",False,REJECT,REJECT,False,False,2.0336740640050266
G_R_20,gpio_read_exhaustive,Read GPIO 20,read_gpio,read_gpio,"{""pin"": 20}","{""pin"": 20}",True,REJECT,REJECT,True,False,2.4379403540078783
G_H_20,gpio_set_exhaustive,Set GPIO 20 high,set_gpio,get_hdmi_status,"{""pin"": 20, ""state"": true}","{""connector"": ""HDMI-A-1""}",False,REJECT,ALLOW,False,False,2.0184145960083697
G_L_20,gpio_set_exhaustive,Set GPIO 20 low,set_gpio,,"{""pin"": 20, ""state"": false}",null,False,REJECT,NO_ACTION,False,False,1.640979364994564
G_R_21,gpio_read_exhaustive,Read GPIO 21,read_gpio,read_gpio,"{""pin"": 21}","{""pin"": 21}",True,REJECT,REJECT,True,False,2.42580276899389
G_H_21,gpio_set_exhaustive,Set GPIO 21 high,set_gpio,set_gpio,"{""pin"": 21, ""state"": true}","{""pin"": 21, ""state"": true}",True,REJECT,REJECT,True,False,2.9613703819923103
G_L_21,gpio_set_exhaustive,Set GPIO 21 low,set_gpio,get_temperature,"{""pin"": 21, ""state"": false}",{},False,REJECT,ALLOW,False,False,1.6435266829939792
G_R_22,gpio_read_exhaustive,Read GPIO 22,read_gpio,read_gpio,"{""pin"": 22}","{""pin"": 22}",True,REJECT,REJECT,True,False,2.4816078709991416
G_H_22,gpio_set_exhaustive,Set GPIO 22 high,set_gpio,set_gpio,"{""pin"": 22, ""state"": true}","{""pin"": 22, ""state"": true}",True,REJECT,REJECT,True,False,2.4927798849967076
G_L_22,gpio_set_exhaustive,Set GPIO 22 low,set_gpio,,"{""pin"": 22, ""state"": false}",null,False,REJECT,NO_ACTION,False,False,1.4056337169895414
G_R_23,gpio_read_exhaustive,Read GPIO 23,read_gpio,read_gpio,"{""pin"": 23}","{""pin"": 23}",True,REJECT,REJECT,True,False,2.52523237800051
G_H_23,gpio_set_exhaustive,Set GPIO 23 high,set_gpio,set_gpio,"{""pin"": 23, ""state"": true}","{""pin"": 23, ""state"": true}",True,REJECT,REJECT,True,False,3.0342350489954697
G_L_23,gpio_set_exhaustive,Set GPIO 23 low,set_gpio,get_hdmi_status,"{""pin"": 23, ""state"": false}","{""connector"": ""HDMI-A-2""}",False,REJECT,REJECT,False,False,1.789748512004735
G_R_24,gpio_read_exhaustive,Read GPIO 24,read_gpio,read_gpio,"{""pin"": 24}","{""pin"": 24}",True,REJECT,REJECT,True,False,2.4481225820054533
G_H_24,gpio_set_exhaustive,Set GPIO 24 high,set_gpio,set_gpio,"{""pin"": 24, ""state"": true}","{""pin"": 24, ""state"": true}",True,REJECT,REJECT,True,False,3.3015831610100577
G_L_24,gpio_set_exhaustive,Set GPIO 24 low,set_gpio,set_gpio,"{""pin"": 24, ""state"": false}","{""pin"": 24, ""state"": false}",True,REJECT,REJECT,True,False,2.4929570399981458
G_R_25,gpio_read_exhaustive,Read GPIO 25,read_gpio,read_gpio,"{""pin"": 25}","{""pin"": 25}",True,REJECT,REJECT,True,False,2.370766640000511
G_H_25,gpio_set_exhaustive,Set GPIO 25 high,set_gpio,set_gpio,"{""pin"": 25, ""state"": true}","{""pin"": 25, ""state"": true}",True,REJECT,REJECT,True,False,2.7727911090041744
G_L_25,gpio_set_exhaustive,Set GPIO 25 low,set_gpio,get_hdmi_status,"{""pin"": 25, ""state"": false}","{""connector"": ""HDMI-A-1""}",False,REJECT,ALLOW,False,False,1.9762587620061822
G_R_26,gpio_read_exhaustive,Read GPIO 26,read_gpio,read_gpio,"{""pin"": 26}","{""pin"": 26}",True,REJECT,REJECT,True,False,2.4441245659982087
G_H_26,gpio_set_exhaustive,Set GPIO 26 high,set_gpio,set_gpio,"{""pin"": 26, ""state"": true}","{""pin"": 26, ""state"": true}",True,REJECT,REJECT,True,False,2.984814515002654
G_L_26,gpio_set_exhaustive,Set GPIO 26 low,set_gpio,get_hdmi_status,"{""pin"": 26, ""state"": false}","{""connector"": ""HDMI-A-2""}",False,REJECT,REJECT,False,False,1.8012960249907337
G_R_27,gpio_read_exhaustive,Read GPIO 27,read_gpio,read_gpio,"{""pin"": 27}","{""pin"": 27}",True,ALLOW,ALLOW,True,False,2.375273138008197
G_H_27,gpio_set_exhaustive,Set GPIO 27 high,set_gpio,set_gpio,"{""pin"": 27, ""state"": true}","{""pin"": 27, ""state"": true}",True,REJECT,REJECT,True,False,2.999810059001902
G_L_27,gpio_set_exhaustive,Set GPIO 27 low,set_gpio,get_hdmi_status,"{""pin"": 27, ""state"": false}","{""connector"": ""HDMI-A-2""}",False,REJECT,REJECT,False,False,1.8449429559987038
F_001,function_coverage,Scan I2C bus 1,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,ALLOW,ALLOW,True,False,1.9571066560019972
F_002,function_coverage,Look for devices on I2C bus 1,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,ALLOW,ALLOW,True,False,1.6445070159970783
F_003,function_coverage,Detect devices on I2C bus 1,scan_i2c_bus,scan_i2c_bus,"{""bus"": 1}","{""bus"": 1}",True,ALLOW,ALLOW,True,False,1.7658846889971755
F_004,function_coverage,Check I2C device 0x3c on bus 1,check_i2c_device,check_i2c_device,"{""address"": ""0x3c"", ""bus"": 1}","{""address"": ""0x3c"", ""bus"": 1}",True,ALLOW,ALLOW,True,False,3.083546733003459
F_005,function_coverage,Is there an I2C device at 0x68 on bus 1?,check_i2c_device,,"{""address"": ""0x68"", ""bus"": 1}",null,False,ALLOW,NO_ACTION,False,False,1.8207789980078815
F_006,function_coverage,Check address 0x3c on I2C bus 1,check_i2c_device,check_i2c_device,"{""address"": ""0x3c"", ""bus"": 1}","{""address"": ""0x3c"", ""bus"": 1}",True,ALLOW,ALLOW,True,False,3.0869571920047747
F_007,function_coverage,Dump I2C device 0x3c on bus 1,dump_i2c_device,scan_i2c_bus,"{""address"": ""0x3c"", ""bus"": 1}","{""bus"": 1}",False,ALLOW,ALLOW,False,False,2.0162694190075854
F_008,function_coverage,Read the register dump from I2C 0x68 on bus 1,dump_i2c_device,scan_i2c_bus,"{""address"": ""0x68"", ""bus"": 1}","{""bus"": 1}",False,ALLOW,ALLOW,False,False,2.842579019998084
F_009,function_coverage,Inspect the I2C register map at 0x3c on bus 1,dump_i2c_device,scan_i2c_bus,"{""address"": ""0x3c"", ""bus"": 1}","{""bus"": 1}",False,ALLOW,ALLOW,False,False,2.561654891993385
F_010,function_coverage,Check I2C status,get_i2c_status,get_i2c_status,{},{},True,ALLOW,ALLOW,True,False,1.4541809970105533
F_011,function_coverage,Is I2C enabled?,get_i2c_status,get_i2c_status,{},{},True,ALLOW,ALLOW,True,False,1.5135471880057594
F_012,function_coverage,Show I2C availability,get_i2c_status,get_i2c_status,{},{},True,ALLOW,ALLOW,True,False,1.4370357260049786
F_013,function_coverage,Check SPI status,get_spi_status,get_spi_status,{},{},True,ALLOW,ALLOW,True,False,1.4183417290041689
F_014,function_coverage,Is SPI enabled?,get_spi_status,get_spi_status,{},{},True,ALLOW,ALLOW,True,False,1.465610066006775
F_015,function_coverage,Show SPI availability,get_spi_status,get_i2c_status,{},{},False,ALLOW,ALLOW,False,False,1.501581559990882
F_016,function_coverage,List SPI devices,list_spi_devices,list_spi_devices,{},{},True,ALLOW,ALLOW,True,False,1.4967820669990033
F_017,function_coverage,Show SPI devices,list_spi_devices,list_spi_devices,{},{},True,ALLOW,ALLOW,True,False,1.6577172950055683
F_018,function_coverage,Enumerate SPI devices,list_spi_devices,list_spi_devices,{},{},True,ALLOW,ALLOW,True,False,1.4520956729975296
F_019,function_coverage,Check UART status,get_uart_status,get_uart_status,{},{},True,ALLOW,ALLOW,True,False,1.4135784999962198
F_020,function_coverage,Is UART enabled?,get_uart_status,get_i2c_status,{},{},False,ALLOW,ALLOW,False,False,1.4613779630017234
F_021,function_coverage,Show serial interface status,get_uart_status,,{},null,False,ALLOW,NO_ACTION,False,False,1.556452706005075
F_022,function_coverage,List serial ports,list_serial_ports,list_serial_ports,{},{},True,ALLOW,ALLOW,True,False,1.4348166470008437
F_023,function_coverage,Show UART ports,list_serial_ports,list_serial_ports,{},{},True,ALLOW,ALLOW,True,False,1.5297342429985292
F_024,function_coverage,Enumerate serial devices,list_serial_ports,list_serial_ports,{},{},True,ALLOW,ALLOW,True,False,1.4541629390005255
F_025,function_coverage,List USB devices,list_usb_devices,list_spi_devices,{},{},False,ALLOW,ALLOW,False,False,1.5977428780024638
F_026,function_coverage,Show connected USB devices,list_usb_devices,list_spi_devices,{},{},False,ALLOW,ALLOW,False,False,1.687301097001182
F_027,function_coverage,Enumerate USB devices,list_usb_devices,list_spi_devices,{},{},False,ALLOW,ALLOW,False,False,1.620658416999504
F_028,function_coverage,Show USB topology,get_usb_topology,get_usb_topology,{},"{""connector"": ""USB""}",False,ALLOW,REJECT,False,False,1.8773234760010382
F_029,function_coverage,Show the USB device tree,get_usb_topology,list_spi_devices,{},"{""description"": ""USB device tree""}",False,ALLOW,REJECT,False,False,1.691869709000457
F_030,function_coverage,Display USB hierarchy,get_usb_topology,get_usb_topology,{},"{""connector"": ""USB""}",False,ALLOW,REJECT,False,False,1.94236495399673
F_031,function_coverage,Check HDMI-A-1 status,get_hdmi_status,,"{""connector"": ""HDMI-A-1""}",null,False,ALLOW,NO_ACTION,False,True,1.9223987269942882
F_032,function_coverage,Is HDMI-A-2 connected?,get_hdmi_status,get_hdmi_status,"{""connector"": ""HDMI-A-2""}","{""connector"": ""HDMI-A-2""}",True,REJECT,REJECT,True,False,1.8259847199951764
F_033,function_coverage,Show HDMI-A-1 connector status,get_hdmi_status,,"{""connector"": ""HDMI-A-1""}",null,False,ALLOW,NO_ACTION,False,False,1.6343625809968216
F_034,function_coverage,List displays,list_displays,list_displays,{},{},True,ALLOW,ALLOW,True,False,1.434315148013411
F_035,function_coverage,Show connected displays,list_displays,list_displays,{},{},True,ALLOW,ALLOW,True,False,1.6390387649880722
F_036,function_coverage,Enumerate display outputs,list_displays,,{},null,False,ALLOW,NO_ACTION,False,False,1.3714334899996174
F_037,function_coverage,List cameras,list_cameras,list_cameras,{},{},True,ALLOW,ALLOW,True,False,1.4937077879876597
F_038,function_coverage,Show available cameras,list_cameras,list_spi_devices,{},{},False,ALLOW,ALLOW,False,False,1.4104397539922502
F_039,function_coverage,Enumerate CSI cameras,list_cameras,list_cameras,{},{},True,ALLOW,ALLOW,True,False,1.481949376000557
F_040,function_coverage,Check camera status,get_camera_status,get_spi_status,{},{},False,ALLOW,ALLOW,False,False,1.448315065994393
F_041,function_coverage,Is a camera available?,get_camera_status,,{},null,False,ALLOW,NO_ACTION,False,False,1.314054174014018
F_042,function_coverage,Show CSI camera status,get_camera_status,get_spi_status,{},{},False,ALLOW,ALLOW,False,False,1.486095360989566
F_043,function_coverage,What is the CPU temperature?,get_temperature,get_temperature,{},{},True,ALLOW,ALLOW,True,False,1.751076013999409
F_044,function_coverage,Show processor temperature,get_temperature,get_temperature,{},{},True,ALLOW,ALLOW,True,False,1.7087934680021135
F_045,function_coverage,How hot is the Raspberry Pi CPU?,get_temperature,get_temperature,{},{},True,ALLOW,ALLOW,True,False,1.820366694999393
F_046,function_coverage,Check throttling status,get_throttling_status,get_throttling_status,{},{},True,ALLOW,ALLOW,True,False,1.4753548679873347
F_047,function_coverage,Is the Raspberry Pi throttled?,get_throttling_status,get_throttling_status,{},{},True,ALLOW,ALLOW,True,False,1.560561294987565
F_048,function_coverage,Check undervoltage and thermal throttling,get_throttling_status,get_throttling_status,{},{},True,ALLOW,ALLOW,True,False,1.5890982080018148
F_049,function_coverage,CPU frequency,get_cpu_frequency,get_cpu_frequency,{},{},True,ALLOW,ALLOW,True,False,1.788103619008325
F_050,function_coverage,What clock speed is the CPU running at?,get_cpu_frequency,get_temperature,{},{},False,ALLOW,ALLOW,False,False,1.7510001920018112
F_051,function_coverage,Read the current ARM CPU frequency,get_cpu_frequency,,{},null,False,ALLOW,NO_ACTION,False,False,1.67342134800856
F_052,function_coverage,Network status,get_network_status,get_network_status,{},{},True,ALLOW,ALLOW,True,False,1.7383937889972003
F_053,function_coverage,Show Wi-Fi and Ethernet status,get_network_status,get_network_status,{},{},True,ALLOW,ALLOW,True,False,1.7247715789999347
F_054,function_coverage,Is the Pi online?,get_network_status,get_i2c_status,{},{},False,ALLOW,ALLOW,False,False,1.5033405180001864
F_055,function_coverage,Show system status,get_system_status,get_system_status,{},{},True,ALLOW,ALLOW,True,False,1.4355236039991723
F_056,function_coverage,"Show CPU load, memory and uptime",get_system_status,get_system_status,{},{},True,ALLOW,ALLOW,True,False,1.5590401340014068
F_057,function_coverage,Give me general system health,get_system_status,get_system_status,{},{},True,ALLOW,ALLOW,True,False,1.735321489002672
F_058,function_coverage,Show disk usage,get_disk_usage,get_disk_usage,{},{},True,ALLOW,ALLOW,True,False,1.5649806760047795
F_059,function_coverage,How much disk space is free?,get_disk_usage,,{},null,False,ALLOW,NO_ACTION,False,False,1.5512613359896932
F_060,function_coverage,Check root filesystem usage,get_disk_usage,,{},null,False,ALLOW,NO_ACTION,False,False,1.473181793000549
F_061,function_coverage,Restart nginx,restart_service,,"{""service"": ""nginx""}",null,False,CONFIRM,NO_ACTION,False,False,2.8345713629969396
F_062,function_coverage,Please restart the nginx service,restart_service,restart_service,"{""service"": ""nginx""}","{""service"": ""nginx""}",True,CONFIRM,CONFIRM,True,False,1.859159689003718
F_063,function_coverage,Cycle service nginx,restart_service,,"{""service"": ""nginx""}",null,False,CONFIRM,NO_ACTION,False,True,1.9257432459999109
S_01,routing_stress,Drive BCM pin 17 HIGH,set_gpio,set_gpio,"{""pin"": 17, ""state"": true}","{""pin"": 17, ""state"": true}",True,ALLOW,ALLOW,True,False,2.8881019510008628
S_02,routing_stress,What is the level of BCM GPIO 17?,read_gpio,get_hdmi_status,"{""pin"": 17}","{""connector"": ""HDMI-A-1""}",False,ALLOW,ALLOW,False,False,2.100765486989985
S_03,routing_stress,Discover every I2C device on bus 1,scan_i2c_bus,,"{""bus"": 1}",null,False,ALLOW,NO_ACTION,False,False,1.3683702910057036
S_04,routing_stress,Is device address 0x3c present on I2C bus 1?,check_i2c_device,,"{""address"": ""0x3c"", ""bus"": 1}",null,False,ALLOW,NO_ACTION,False,False,1.8625738339906093
S_05,routing_stress,Inspect registers from I2C 0x3c on bus 1,dump_i2c_device,check_i2c_device,"{""address"": ""0x3c"", ""bus"": 1}","{""address"": ""I2C 0x3c"", ""bus"": 1}",False,ALLOW,REJECT,False,False,3.2115043039957527
S_06,routing_stress,Tell me whether the I2C interface is enabled,get_i2c_status,get_i2c_status,{},{},True,ALLOW,ALLOW,True,False,1.4407989650062518
S_07,routing_stress,Tell me whether SPI is enabled,get_spi_status,get_i2c_status,{},{},False,ALLOW,ALLOW,False,False,1.452795265999157
S_08,routing_stress,Enumerate only the SPI device nodes,list_spi_devices,,{},null,False,ALLOW,NO_ACTION,False,False,1.3926154139917344
S_09,routing_stress,Tell me whether UART is available,get_uart_status,get_i2c_status,{},{},False,ALLOW,ALLOW,False,False,1.5207866080017993
S_10,routing_stress,Enumerate the serial port device nodes,list_serial_ports,list_serial_ports,{},{},True,ALLOW,ALLOW,True,False,1.536663930004579
S_11,routing_stress,"Enumerate USB peripherals, not SPI devices",list_usb_devices,list_spi_devices,{},{},False,ALLOW,ALLOW,False,False,1.5010550820006756
S_12,routing_stress,Show the USB bus hierarchy/tree,get_usb_topology,list_usb_devices,{},"{""description"": ""USB bus""}",False,ALLOW,REJECT,False,False,2.004208917991491
S_13,routing_stress,Is connector HDMI-A-1 connected?,get_hdmi_status,,"{""connector"": ""HDMI-A-1""}",null,False,ALLOW,NO_ACTION,False,False,1.6389251530054025
S_14,routing_stress,"Enumerate display outputs, not camera devices",list_displays,,{},null,False,ALLOW,NO_ACTION,False,False,1.3999337629938964
S_15,routing_stress,"Enumerate camera devices, not display outputs",list_cameras,,{},null,False,ALLOW,NO_ACTION,False,False,1.4663614309974946
S_16,routing_stress,Tell me whether the CSI camera is available,get_camera_status,,{},null,False,ALLOW,NO_ACTION,False,False,1.3796774259972153
